2015-12-18	-0.009707	-0.002982	0.009230	-0.009722	-6.510009	6841300.000000
2015-12-17	-0.007577	0.006259	0.009959	-0.007577	-5.119996	3681600.000000
2015-12-16	0.026008	0.007470	0.028407	0.001032	17.130005	3964500.000000
2015-12-15	0.001110	0.010822	0.020656	-0.000851	0.730042	4753400.000000
2015-12-14	0.027743	0.002499	0.028806	-0.007623	17.759949	4329700.000000
2015-12-11	-0.033473	-0.016744	-0.006704	-0.034273	-22.169983	5474400.000000
2015-12-10	-0.003715	0.001203	0.005626	-0.007867	-2.469971	3440200.000000
2015-12-09	-0.018514	0.000989	0.002466	-0.031964	-12.540039	5158200.000000
2015-12-08	0.011197	-0.010003	0.015168	-0.014989	7.500000	3651900.000000
2015-12-07	-0.004178	0.003122	0.004192	-0.018048	-2.809998	3732800.000000
2015-12-04	0.009591	-0.000375	0.012803	-0.007280	6.390015	4534800.000000
2015-12-03	-0.014438	0.005074	0.010029	-0.021494	-9.760010	5064700.000000
2015-12-02	-0.004491	0.002857	0.008482	-0.007083	-3.049988	4273500.000000
2015-12-01	0.021450	0.013463	0.024368	0.004603	14.260010	4751200.000000
2015-11-30	-0.012566	0.003921	0.011927	-0.012863	-8.460022	5693200.000000
2015-11-27	-0.003080	0.008085	0.008366	-0.004798	-2.080017	1966800.000000
2015-11-25	0.006243	0.005736	0.012739	0.000134	4.190003	2697900.000000
2015-11-24	-0.011547	-0.007143	-0.004698	-0.026186	-7.839966	4543400.000000
2015-11-23	0.015768	0.004563	0.021423	0.002498	10.539978	4385100.000000
2015-11-20	0.010858	0.010087	0.011493	-0.005595	7.179992	3896100.000000
2015-11-19	-0.003421	0.002185	0.014046	-0.006842	-2.269958	4705200.000000
2015-11-18	0.031463	0.004990	0.033546	0.004772	20.239990	4469800.000000
2015-11-17	-0.006962	0.004384	0.008398	-0.010512	-4.510010	4320200.000000
2015-11-16	0.008500	-0.002226	0.011894	-0.031229	5.460022	7435900.000000
2015-11-13	-0.034931	-0.003050	0.002103	-0.037785	-23.250000	6261100.000000
2015-11-12	-0.011363	-0.000371	0.003550	-0.013413	-7.650024	4284700.000000
2015-11-11	0.020571	0.005412	0.024679	0.005412	13.570007	5387300.000000
2015-11-10	0.006392	-0.006835	0.006880	-0.012555	4.190003	3489500.000000
2015-11-09	-0.005884	-0.001092	0.003928	-0.017471	-3.880005	4048800.000000
2015-11-06	0.005674	-0.000991	0.010082	-0.005567	3.719971	4092200.000000
2015-11-05	0.022935	0.009595	0.025041	0.003339	14.700012	4723800.000000
2015-11-04	0.025012	0.003918	0.032976	0.003262	15.640014	4840500.000000
2015-11-03	-0.004838	0.001878	0.002451	-0.010106	-3.039978	3246900.000000
2015-11-02	0.003914	0.001965	0.004362	-0.008771	2.449952	2816500.000000
2015-10-30	-0.001037	-0.000862	0.006655	-0.002027	-0.649964	3874400.000000
2015-10-29	0.015314	0.000972	0.016918	-0.002771	9.450012	3896000.000000
2015-10-28	0.009967	0.002111	0.010180	-0.002471	6.089966	3926200.000000
2015-10-27	0.003943	-0.000016	0.010023	-0.005061	2.400025	3787100.000000
2015-10-26	0.015992	0.005459	0.018062	-0.004574	9.579956	4269700.000000
2015-10-23	0.062280	0.095352	0.098491	0.055771	35.120056	10692700.000000
2015-10-22	0.014646	0.012469	0.024075	0.001619	8.139953	7779400.000000
2015-10-21	-0.009111	0.005331	0.007791	-0.014905	-5.109985	3343600.000000
2015-10-20	-0.021408	-0.002006	-0.000262	-0.031179	-12.270019	4327900.000000
2015-10-19	0.004187	0.000000	0.014437	-0.005922	2.390014	4375400.000000
2015-10-16	0.014793	0.005032	0.015113	-0.003787	8.320008	4315800.000000
2015-10-15	0.032322	0.005359	0.033350	0.003983	17.609985	4937000.000000
2015-10-14	-0.007415	0.004445	0.006103	-0.016797	-4.070007	3582100.000000
2015-10-13	-0.002345	-0.007143	0.005471	-0.012887	-1.289978	2938000.000000
